6,1	2,6	5,6	1,4	Iris-virginica		0,50	0,25	0,78	0,54	0	0	1
7,7	3	6,1	2,3	Iris-virginica		0,94	0,42	0,86	0,92	0	0	1
6,3	3,4	5,6	2,4	Iris-virginica		0,56	0,58	0,78	0,96	0	0	1
6,4	3,1	5,5	1,8	Iris-virginica		0,58	0,46	0,76	0,71	0	0	1
6	3	4,8	1,8	Iris-virginica		0,47	0,42	0,64	0,71	0	0	1
6,9	3,1	5,4	2,1	Iris-virginica		0,72	0,46	0,75	0,83	0	0	1
6,7	3,1	5,6	2,4	Iris-virginica		0,67	0,46	0,78	0,96	0	0	1
6,9	3,1	5,1	2,3	Iris-virginica		0,72	0,46	0,69	0,92	0	0	1
5,8	2,7	5,1	1,9	Iris-virginica		0,42	0,29	0,69	0,75	0	0	1
6,8	3,2	5,9	2,3	Iris-virginica		0,69	0,50	0,83	0,92	0	0	1
6,7	3,3	5,7	2,5	Iris-virginica		0,67	0,54	0,80	1,00	0	0	1
6,7	3	5,2	2,3	Iris-virginica		0,67	0,42	0,71	0,92	0	0	1
6,3	2,5	5	1,9	Iris-virginica		0,56	0,21	0,68	0,75	0	0	1
6,5	3	5,2	2	Iris-virginica		0,61	0,42	0,71	0,79	0	0	1
6,2	3,4	5,4	2,3	Iris-virginica		0,53	0,58	0,75	0,92	0	0	1
5,9	3	5,1	1,8	Iris-virginica		0,44	0,42	0,69	0,71	0	0	1
7,9	4,4	6,9	2,5									
